Serial No.,College Name,Course Name,Cutoff Mark
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],BE Artificial Intelligence and Data Science,26521
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],BE Electronics & Communication Engineering,33095
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],BE Computer Science and Engineering,28960
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],BE Artificial Intelligence & Machine Learning,35406
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],BE Information Science & Engineering,35762
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],BE Artificial Intelligence and Data Science,37805
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],BE Electronics & Communication Engineering,52660
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],M.Tech Digital Communication and Networking,4830
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],M.Tech Computer Science and Engineering,5636
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],MBA,7994
924,Genba Sopanrao Moze College of Engineering Balewadi,BE Computer Engineering,83.75
924,Genba Sopanrao Moze College of Engineering Balewadi,BE (Information Technology),80.63
924,Genba Sopanrao Moze College of Engineering Balewadi,BE Artificial Intelligence & Machine Learning,79.65
924,Genba Sopanrao Moze College of Engineering Balewadi,BE Artificial Intelligence and Data Science,79.41
924,Genba Sopanrao Moze College of Engineering Balewadi,BE Electronics & Telecom Engineering,78.96
924,Genba Sopanrao Moze College of Engineering Balewadi,MBA,51.81
924,Genba Sopanrao Moze College of Engineering Balewadi,MCA,83
924,Genba Sopanrao Moze College of Engineering Balewadi,BE Computer Engineering,20406
924,Genba Sopanrao Moze College of Engineering Balewadi,BE (Information Technology),24750
924,Genba Sopanrao Moze College of Engineering Balewadi,BE Artificial Intelligence & Machine Learning,25631
924,Genba Sopanrao Moze College of Engineering Balewadi,BE Artificial Intelligence and Data Science,28596
924,Genba Sopanrao Moze College of Engineering Balewadi,BE Electronics & Telecom Engineering,32483
924,Genba Sopanrao Moze College of Engineering Balewadi,BE Computer Engineering,20406
924,Genba Sopanrao Moze College of Engineering Balewadi,BE (Information Technology),24750
924,Genba Sopanrao Moze College of Engineering Balewadi,BE Artificial Intelligence & Machine Learning,25631
924,Genba Sopanrao Moze College of Engineering Balewadi,BE Artificial Intelligence and Data Science,28596
924,Genba Sopanrao Moze College of Engineering Balewadi,BE Electronics & Telecom Engineering,32483
925,Guru Nanak Dev Engineering College - [GNDEC ],BE Computer Science and Engineering,38160
925,Guru Nanak Dev Engineering College - [GNDEC ],BE Artificial Intelligence,56338
925,Guru Nanak Dev Engineering College - [GNDEC ],BE Data Science,80149
925,Guru Nanak Dev Engineering College - [GNDEC ],BE IOT & Cyber Security Including Blockchain,81192
925,Guru Nanak Dev Engineering College - [GNDEC ],BE Information Science & Engineering,82254
925,Guru Nanak Dev Engineering College - [GNDEC ],M.Tech Computer Science and Engineering,3450
925,Guru Nanak Dev Engineering College - [GNDEC ],MBA,23399
926,Haryana Engineering College - [HEC],B.Tech (Lateral) Civil Engineering,776
926,Haryana Engineering College - [HEC],B.Tech (Lateral) Computer Science & Engineering,1022
926,Haryana Engineering College - [HEC],B.Tech Computer Science Engineering,737127
926,Haryana Engineering College - [HEC],B.Tech Computer Science Engineering,737127
927,Holy Mary Institute of Technology and Science -[HITS],B.Tech Computer Science Engineering,72330
927,Holy Mary Institute of Technology and Science -[HITS],B.Tech Data Science,76868
927,Holy Mary Institute of Technology and Science -[HITS],B.Tech Artificial Intelligence and Machine Learning,82665
927,Holy Mary Institute of Technology and Science -[HITS],B.Tech Internet of Things,95918
927,Holy Mary Institute of Technology and Science -[HITS],B.Tech Electronics & Communication Engineering,96482
927,Holy Mary Institute of Technology and Science -[HITS],MBA Finance,43967
927,Holy Mary Institute of Technology and Science -[HITS],MBA Big Data Analytics,43967
927,Holy Mary Institute of Technology and Science -[HITS],MBA Business Management,43967
927,Holy Mary Institute of Technology and Science -[HITS],MBA Digital Marketing,43967
927,Holy Mary Institute of Technology and Science -[HITS],Diploma in Electrical & Electronics Engineering,34167
927,Holy Mary Institute of Technology and Science -[HITS],Diploma in Electronics and Communication Engineering,36703
927,Holy Mary Institute of Technology and Science -[HITS],Diploma in Civil Engineering,37485
927,Holy Mary Institute of Technology and Science -[HITS],Diploma in Mechanical Engineering,64890
928,ITS Engineering College,B.Tech (Lateral) Computer Science & Engineering,633
928,ITS Engineering College,B.Tech Computer Science Engineering,459393
928,ITS Engineering College,B.Tech Data Science,509746
928,ITS Engineering College,B.Tech Electrical and Electronics Engineering,640416
928,ITS Engineering College,B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),-
928,ITS Engineering College,B.Tech Data Science,632469
928,ITS Engineering College,B.Tech Computer Science Engineering,902468
928,ITS Engineering College,B.Tech Electronics & Communication Engineering,930657
928,ITS Engineering College,B.Tech Civil Engineering,1018294
928,ITS Engineering College,B.Tech Artificial Intelligence and Machine Learning,1164472
928,ITS Engineering College,B.Tech Computer Science Engineering,407874
928,ITS Engineering College,B.Tech Data Science,-
928,ITS Engineering College,B.Tech Artificial Intelligence and Machine Learning,-
928,ITS Engineering College,B.Tech Electronics & Communication Engineering,-
929,ILM College of Engineering and Technology - [ILMCET],B.Tech Aeronautical Engineering,18716
929,ILM College of Engineering and Technology - [ILMCET],B.Tech Computer Science Engineering,36633
929,ILM College of Engineering and Technology - [ILMCET],B.Tech Electronics & Communication Engineering,42150
929,ILM College of Engineering and Technology - [ILMCET],B.Tech Civil Engineering,44578
929,ILM College of Engineering and Technology - [ILMCET],B.Tech Mechanical Engineering,46617
930,Indira College of Engineering & Management - [ICEM],MBA Business Analytics,95.39
930,Indira College of Engineering & Management - [ICEM],MBA Financial Management,95.39
930,Indira College of Engineering & Management - [ICEM],MBA Human Resource Management,95.39
930,Indira College of Engineering & Management - [ICEM],MBA Marketing Management,95.39
930,Indira College of Engineering & Management - [ICEM],MBA Operations & Supply Chain Management,95.39
930,Indira College of Engineering & Management - [ICEM],BE Computer Engineering,81.37
930,Indira College of Engineering & Management - [ICEM],BE Artificial Intelligence and Data Science,78.56
930,Indira College of Engineering & Management - [ICEM],BE Electronics & Telecommunication Engineering,73.77
930,Indira College of Engineering & Management - [ICEM],BE Mechanical Engineering,-
930,Indira College of Engineering & Management - [ICEM],MCA,94.91
930,Indira College of Engineering & Management - [ICEM],BE Computer Engineering,16391
930,Indira College of Engineering & Management - [ICEM],BE Artificial Intelligence and Data Science,18525
930,Indira College of Engineering & Management - [ICEM],BE Electronics & Telecommunication Engineering,25819
930,Indira College of Engineering & Management - [ICEM],BE Mechanical Engineering,75194
930,Indira College of Engineering & Management - [ICEM],BE Civil Engineering,-
930,Indira College of Engineering & Management - [ICEM],BE Computer Engineering,16391
930,Indira College of Engineering & Management - [ICEM],BE Artificial Intelligence and Data Science,18525
930,Indira College of Engineering & Management - [ICEM],BE Electronics & Telecommunication Engineering,25819
930,Indira College of Engineering & Management - [ICEM],BE Mechanical Engineering,75194
931,Indra Ganesan College of Engineering - [IGCENG],BE Artificial Intelligence and Data Science,17161
931,Indra Ganesan College of Engineering - [IGCENG],BE Computer Science and Engineering,26156
931,Indra Ganesan College of Engineering - [IGCENG],B.Tech Information Technology,-
931,Indra Ganesan College of Engineering - [IGCENG],BE Electronics & Communication Engineering,-
931,Indra Ganesan College of Engineering - [IGCENG],BE Biomedical Engineering,-
931,Indra Ganesan College of Engineering - [IGCENG],MBA,67
932,K Ramakrishnan College of Technology - [KRCT],BE Computer Science and Engineering,6578
932,K Ramakrishnan College of Technology - [KRCT],B.Tech Artificial Intelligence and Data Science,22376
932,K Ramakrishnan College of Technology - [KRCT],BE Electronics & Communication Engineering,25163
932,K Ramakrishnan College of Technology - [KRCT],B.Tech Artificial Intelligence and Machine Learning,-
932,K Ramakrishnan College of Technology - [KRCT],BE Civil Engineering,-
932,K Ramakrishnan College of Technology - [KRCT],BE Electrical and Electronics Engineering,-
932,K Ramakrishnan College of Technology - [KRCT],BE Mechanical Engineering,-
933,Kalam Institute of Technology - [KIT],B.Tech Electronics & Communication Engineering,1076960
933,Kalam Institute of Technology - [KIT],B.Tech Mechanical Engineering,1105817
933,Kalam Institute of Technology - [KIT],B.Tech Civil Engineering,1106357
933,Kalam Institute of Technology - [KIT],B.Tech Electrical and Electronics Engineering,1108601
933,Kalam Institute of Technology - [KIT],B.Tech Computer Science Engineering,1208647
933,Kalam Institute of Technology - [KIT],B.Tech Computer Science Engineering,583089
933,Kalam Institute of Technology - [KIT],B.Tech Electronics & Communication Engineering,708176
933,Kalam Institute of Technology - [KIT],B.Tech Electrical and Electronics Engineering,856261
933,Kalam Institute of Technology - [KIT],B.Tech Mechanical Engineering,872368
933,Kalam Institute of Technology - [KIT],B.Tech Civil Engineering,904029
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],B.Tech Computer Science Engineering,63330
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],B.Tech Data Science,67990
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],B.Tech Artificial Intelligence and Machine Learning,69941
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],B.Tech Electronics & Communication Engineering,83259
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],B.Tech Electrical and Electronics Engineering,149612
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],B.Tech Mechanical Engineering,166736
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],B.Tech Civil Engineering,171839
935,Karavali Institute of Technology - [KIT],BE Computer Science and Engineering,100155
935,Karavali Institute of Technology - [KIT],BE Artificial Intelligence,101484
935,Karavali Institute of Technology - [KIT],BE Electronics & Communication Engineering,112966
935,Karavali Institute of Technology - [KIT],BE Data Science,117302
935,Karavali Institute of Technology - [KIT],BE Aeronautical Engineering,121021
935,Karavali Institute of Technology - [KIT],MBA Banking,41348
935,Karavali Institute of Technology - [KIT],MBA Finance,41348
935,Karavali Institute of Technology - [KIT],MBA International Business,41348
935,Karavali Institute of Technology - [KIT],MBA Marketing,41348
935,Karavali Institute of Technology - [KIT],MBA Human Resource,41348
935,Karavali Institute of Technology - [KIT],BE Computer Science and Engineering,50421
936,L.B.S. College of Engineering - [LBSCEK],B.Tech Computer Science Engineering,15210
936,L.B.S. College of Engineering - [LBSCEK],B.Tech Electronics & Communication Engineering,19608
936,L.B.S. College of Engineering - [LBSCEK],B.Tech Information Technology,27918
936,L.B.S. College of Engineering - [LBSCEK],B.Tech Electrical and Electronics Engineering,34393
936,L.B.S. College of Engineering - [LBSCEK],B.Tech Mechanical Engineering,39632
936,L.B.S. College of Engineering - [LBSCEK],B.Tech Civil Engineering,39778
937,Latha Mathavan Engineering College - [LMEC],BE Computer Science and Engineering,97305
937,Latha Mathavan Engineering College - [LMEC],BE Electronics & Communication Engineering,97799
937,Latha Mathavan Engineering College - [LMEC],BE Electrical and Electronics Engineering,-
937,Latha Mathavan Engineering College - [LMEC],BE Mechanical Engineering,-
938,Manipur Institute of Technology - [MIT],No data found,No data found
939,Modern Institute of Technology and Research Centre -[MITRC],No data found,No data found
940,Mohandas College of Engineering and Technology - [MCET],B.Tech Computer Science Engineering,51355
940,Mohandas College of Engineering and Technology - [MCET],MBA,72
941,Narayana Engineering College - [NEC],B.Tech Artificial Intelligence and Machine Learning,34074
941,Narayana Engineering College - [NEC],B.Tech Computer Science Engineering,40962
941,Narayana Engineering College - [NEC],B.Tech Data Science,41120
941,Narayana Engineering College - [NEC],B.Tech Electronics & Communication Engineering,58864
941,Narayana Engineering College - [NEC],B.Tech Electronics & VLSI Engineering,65502
941,Narayana Engineering College - [NEC],MCA,20673
941,Narayana Engineering College - [NEC],MBA Finance,35968
941,Narayana Engineering College - [NEC],MBA Human Resource Management,35968
941,Narayana Engineering College - [NEC],MBA Information Technology,35968
941,Narayana Engineering College - [NEC],MBA Marketing,35968
942,Netaji Subhash Engineering College - [NSEC],B.Tech Computer Science Engineering,14339
942,Netaji Subhash Engineering College - [NSEC],B.Tech Information Technology,20707
942,Netaji Subhash Engineering College - [NSEC],B.Tech Artificial Intelligence and Machine Learning,24367
942,Netaji Subhash Engineering College - [NSEC],B.Tech Computer Science and Engineering - Data Science,24983
942,Netaji Subhash Engineering College - [NSEC],B.Tech Cyber Security,25039
942,Netaji Subhash Engineering College - [NSEC],B.Tech Computer Science Engineering,14339
942,Netaji Subhash Engineering College - [NSEC],B.Tech Information Technology,20707
942,Netaji Subhash Engineering College - [NSEC],B.Tech Artificial Intelligence and Machine Learning,24367
942,Netaji Subhash Engineering College - [NSEC],B.Tech Computer Science and Engineering - Data Science,24983
942,Netaji Subhash Engineering College - [NSEC],B.Tech Cyber Security,25039
942,Netaji Subhash Engineering College - [NSEC],B.Tech (Lateral) Applied Electronics and Instrumentation,998
942,Netaji Subhash Engineering College - [NSEC],B.Tech (Lateral) Computer Science & Engineering,2779
942,Netaji Subhash Engineering College - [NSEC],B.Tech (Lateral) Civil Engineering,6060
942,Netaji Subhash Engineering College - [NSEC],B.Tech (Lateral) Information Technology,6720
942,Netaji Subhash Engineering College - [NSEC],B.Tech {Lateral} Artificial Intelligence and Machine Learning,6756
942,Netaji Subhash Engineering College - [NSEC],MCA,4071
943,R.M.K. College of Engineering and Technology - [RMKCET],BE Electronics & Communication Engineering,15162
943,R.M.K. College of Engineering and Technology - [RMKCET],BE Cyber Security,25229
943,R.M.K. College of Engineering and Technology - [RMKCET],B.Tech Artificial Intelligence and Data Science,26308
943,R.M.K. College of Engineering and Technology - [RMKCET],BE Computer Science and Engineering,26584
944,RITEE Group of Institutions,B.Tech Mechanical Engineering,43.306
944,RITEE Group of Institutions,B.Tech Civil Engineering,43.224
944,RITEE Group of Institutions,B.Tech Electrical and Electronics Engineering,38.286
944,RITEE Group of Institutions,B.Tech Chemical Engineering,30.265
944,RITEE Group of Institutions,B.Tech Information Technology,30.204
944,RITEE Group of Institutions,B.Tech Computer Science Engineering,5652
944,RITEE Group of Institutions,B.Tech Information Technology,5653
944,RITEE Group of Institutions,B.Tech Chemical Engineering,5670
944,RITEE Group of Institutions,PGDM BFSI,50
944,RITEE Group of Institutions,MCA,482
945,Rustamji Institute of Technology - [RJIT],B.Tech Computer Science Engineering,887180
945,Rustamji Institute of Technology - [RJIT],B.Tech Electronics & Communication Engineering,943206
945,Rustamji Institute of Technology - [RJIT],B.Tech Automobile Engineering,957672
945,Rustamji Institute of Technology - [RJIT],B.Tech Information Technology,1412892
945,Rustamji Institute of Technology - [RJIT],B.Tech Computer Science Engineering,361499
945,Rustamji Institute of Technology - [RJIT],B.Tech Information Technology,537648
945,Rustamji Institute of Technology - [RJIT],B.Tech Electrical Engineering,543722
945,Rustamji Institute of Technology - [RJIT],B.Tech Automobile Engineering,619879
945,Rustamji Institute of Technology - [RJIT],B.Tech Electronics & Communication Engineering,792311
946,SRK Institute of Technology,B.Tech Artificial Intelligence and Machine Learning,69363
946,SRK Institute of Technology,B.Tech Data Science,74128
946,SRK Institute of Technology,B.Tech Electronics & Communication Engineering,79397
946,SRK Institute of Technology,B.Tech Information Technology,82658
946,SRK Institute of Technology,B.Tech Computer Science Engineering,119143
946,SRK Institute of Technology,MCA,6180
946,SRK Institute of Technology,MBA Human Resource Management,39609
946,SRK Institute of Technology,MBA Marketing,39609
946,SRK Institute of Technology,MBA Finance,39609
946,SRK Institute of Technology,MBA Applied Management,-
947,SS College of Engineering,No data found,No data found
948,Shaheed Udham Singh Engineering College - [SUSEC],No data found,No data found
949,Santhiram Engineering College Nandyal - [SREC],B.Tech Computer Science Engineering,105227
949,Santhiram Engineering College Nandyal - [SREC],B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),122301
949,Santhiram Engineering College Nandyal - [SREC],B.Tech Data Science,130469
949,Santhiram Engineering College Nandyal - [SREC],B.Tech Electronics & Communication Engineering,144806
949,Santhiram Engineering College Nandyal - [SREC],MBA Human Resource Management,16295
949,Santhiram Engineering College Nandyal - [SREC],MBA Marketing,16295
949,Santhiram Engineering College Nandyal - [SREC],MBA Finance,16295
949,Santhiram Engineering College Nandyal - [SREC],MCA,35501
950,Shambhunath Institute of Engineering and Technology - [SIET],B.Tech Civil Engineering,1124290
950,Shambhunath Institute of Engineering and Technology - [SIET],B.Tech Computer Science Engineering,1389794
950,Shambhunath Institute of Engineering and Technology - [SIET],B.Tech Electronics & Communication Engineering,-
950,Shambhunath Institute of Engineering and Technology - [SIET],B.Tech Electronics & Communication Engineering,368543
950,Shambhunath Institute of Engineering and Technology - [SIET],B.Tech Computer Science Engineering,551414
950,Shambhunath Institute of Engineering and Technology - [SIET],B.Tech Civil Engineering,822850
950,Shambhunath Institute of Engineering and Technology - [SIET],B.Tech Civil Engineering,1124290
950,Shambhunath Institute of Engineering and Technology - [SIET],B.Tech Computer Science Engineering,1389794
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],B.Tech Artificial Intelligence,46.286
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],B.Tech Computer Science Engineering,44.265
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],B.Tech Artificial Intelligence and Machine Learning,38.265
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],B.Tech Civil Engineering,35.286
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],B.Tech Information Technology,34.204
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],B.Tech Civil Engineering,4504
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],B.Tech Information Technology,4597
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],B.Tech Electronics & Telecommunication Engineering,4713
952,Siddhant College of Engineering - [SCOE] Sudumbare,BE Computer Engineering,77.84
952,Siddhant College of Engineering - [SCOE] Sudumbare,BE (Information Technology),75.52
952,Siddhant College of Engineering - [SCOE] Sudumbare,BE Electronics & Telecom Engineering,63.96
952,Siddhant College of Engineering - [SCOE] Sudumbare,BE Mechanical Engineering,46.28
952,Siddhant College of Engineering - [SCOE] Sudumbare,BE Civil Engineering,6.21
952,Siddhant College of Engineering - [SCOE] Sudumbare,BE Computer Engineering,22565
952,Siddhant College of Engineering - [SCOE] Sudumbare,BE (Information Technology),26637
952,Siddhant College of Engineering - [SCOE] Sudumbare,BE Electronics & Telecom Engineering,38772
952,Siddhant College of Engineering - [SCOE] Sudumbare,BE Mechanical Engineering,-
952,Siddhant College of Engineering - [SCOE] Sudumbare,BE Computer Engineering,22565
952,Siddhant College of Engineering - [SCOE] Sudumbare,BE (Information Technology),26637
952,Siddhant College of Engineering - [SCOE] Sudumbare,BE Electronics & Telecom Engineering,38772
953,Sipna's College of Engineering and Technology,BE Computer Science and Engineering,68.07
953,Sipna's College of Engineering and Technology,BE (Information Technology),60.6
953,Sipna's College of Engineering and Technology,BE Civil Engineering,17.34
953,Sipna's College of Engineering and Technology,BE Mechanical Engineering,10.87
953,Sipna's College of Engineering and Technology,BE Electronics & Telecom Engineering,4.54
953,Sipna's College of Engineering and Technology,MBA,48.78
953,Sipna's College of Engineering and Technology,BE Computer Science and Engineering,25846
953,Sipna's College of Engineering and Technology,BE (Information Technology),29594
953,Sipna's College of Engineering and Technology,BE Electronics & Telecom Engineering,37416
953,Sipna's College of Engineering and Technology,BE Mechanical Engineering,63878
953,Sipna's College of Engineering and Technology,BE Civil Engineering,70446
953,Sipna's College of Engineering and Technology,BE Computer Science and Engineering,25846
953,Sipna's College of Engineering and Technology,BE (Information Technology),29594
953,Sipna's College of Engineering and Technology,BE Electronics & Telecom Engineering,37416
953,Sipna's College of Engineering and Technology,BE Mechanical Engineering,63878
953,Sipna's College of Engineering and Technology,BE Civil Engineering,70446
954,Skyline Institute of Engineering and Technology - [SIET],No data found,No data found
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,BE Computer Engineering,92.89
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,BE (Information Technology),92.11
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,BE Electronics & Telecom Engineering,85.75
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,BE Mechanical Engineering,48.61
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,MBA,55.21
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,BE Computer Engineering,11097
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,BE (Information Technology),11802
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,BE Electronics & Telecom Engineering,22728
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,BE Computer Engineering,11097
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,BE (Information Technology),11802
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,BE Electronics & Telecom Engineering,22728
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Computer Engineering,90.35
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Artificial Intelligence and Data Science,88.36
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Artificial Intelligence & Machine Learning,87.28
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE IOT & Cyber Security Including Blockchain,86.08
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Electrical Engineering,67.69
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Computer Engineering,17035
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Artificial Intelligence & Machine Learning,18737
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Artificial Intelligence and Data Science,21320
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Internet of Things,22204
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Electrical Engineering,58831
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Computer Engineering,17035
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Artificial Intelligence & Machine Learning,18737
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Artificial Intelligence and Data Science,21320
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Internet of Things,22204
956,Smt. Indira Gandhi College of Engineering - [SIGCE],BE Electrical Engineering,58831
957,SR University - [SRU],B.Tech Computer Science Engineering,25097
957,SR University - [SRU],B.Tech Electronics & Communication Engineering,49481
957,SR University - [SRU],B.Tech Electrical and Electronics Engineering,91502
957,SR University - [SRU],B.Tech Mechanical Engineering,130516
957,SR University - [SRU],B.Tech Civil Engineering,158158
957,SR University - [SRU],MBA,46962
957,SR University - [SRU],MBA Aviation Management,46962
957,SR University - [SRU],MBA Healthcare & Hospital Management,46962
957,SR University - [SRU],"MBA Innovation, Entrepreneurship and Venture Development",46962
958,Sree Chaitanya College of Engineering - [SCCE],B.Tech Computer Science and Design,73721
958,Sree Chaitanya College of Engineering - [SCCE],B.Tech Computer Science Engineering,106186
958,Sree Chaitanya College of Engineering - [SCCE],B.Tech Electrical and Electronics Engineering,130158
958,Sree Chaitanya College of Engineering - [SCCE],B.Tech Electronics & Communication Engineering,158726
958,Sree Chaitanya College of Engineering - [SCCE],MCA,23163
958,Sree Chaitanya College of Engineering - [SCCE],MBA,49806
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],BE Computer Science and Engineering,33117
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],BE Artificial Intelligence & Machine Learning,37484
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],BE Artificial Intelligence and Data Science,44460
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],BE Information Science & Engineering,47583
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],BE Aerospace Engineering,47751
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],BE Artificial Intelligence and Data Science,37012
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],BE Aerospace Engineering,39937
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],BE Artificial Intelligence & Machine Learning,45267
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],BE Computer Science and Engineering,47556
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],BE Mechanical Engineering,71706
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],M.Tech Machine Design,4756
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],M.Tech Structural Engineering,4862
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],M.Tech Computer Science and Engineering,5357
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],M.Tech Digital Communication and Networking,5750
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],MBA,16908
960,Sri Muthukumaran Institute of Technology - [SMIT],BE Computer Science and Engineering,21076
960,Sri Muthukumaran Institute of Technology - [SMIT],BE Electronics & Communication Engineering,-
960,Sri Muthukumaran Institute of Technology - [SMIT],B.Tech Information Technology,-
960,Sri Muthukumaran Institute of Technology - [SMIT],B.Tech Data Science and Artificial Intelligence,-
960,Sri Muthukumaran Institute of Technology - [SMIT],BE Mechatronics Engineering,-
960,Sri Muthukumaran Institute of Technology - [SMIT],MCA,774
961,Srinivasa Ramanujan Institute of Technology - [SRIT],B.Tech Computer Science Engineering,66148
961,Srinivasa Ramanujan Institute of Technology - [SRIT],B.Tech Electronics & Communication Engineering,73265
961,Srinivasa Ramanujan Institute of Technology - [SRIT],B.Tech Electrical and Electronics Engineering,121990
961,Srinivasa Ramanujan Institute of Technology - [SRIT],B.Tech Civil Engineering,143788
961,Srinivasa Ramanujan Institute of Technology - [SRIT],B.Tech Mechanical Engineering,174863
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,B.Tech Computer Science Engineering,20970
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,B.Tech Cyber Security,26272
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,B.Tech Electronics & Communication Engineering,29959
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,B.Tech Artificial Intelligence and Data Science,30805
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,B.Tech Electrical and Electronics Engineering,44578
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,B.Tech Mechanical Engineering,46104
963,T.J.S. Engineering College,BE Electronics & Communication Engineering,86669
963,T.J.S. Engineering College,BE Mechanical Engineering,98314
963,T.J.S. Engineering College,BE Computer Science and Engineering,101739
963,T.J.S. Engineering College,B.Tech Artificial Intelligence and Data Science,102320
963,T.J.S. Engineering College,BE Electrical and Electronics Engineering,-
964,SRM TRP Engineering College,B.Tech Artificial Intelligence and Data Science,24921
964,SRM TRP Engineering College,BE Computer Science and Engineering,25236
964,SRM TRP Engineering College,BE Electronics & Communication Engineering,-
964,SRM TRP Engineering College,BE Civil Engineering,-
964,SRM TRP Engineering College,BE Electrical and Electronics Engineering,-
964,SRM TRP Engineering College,BE Mechanical Engineering,-
965,Global Institute of Technology and Management - [GITM],B.Tech (Lateral) Electronics & Communication Engineering,1197
965,Global Institute of Technology and Management - [GITM],B.Tech (Lateral) Computer Science & Engineering,1243
965,Global Institute of Technology and Management - [GITM],B.Tech (Lateral) Artificial Intelligence,1281
965,Global Institute of Technology and Management - [GITM],B.Tech Artificial Intelligence and Data Science,615084
965,Global Institute of Technology and Management - [GITM],B.Tech Computer Science Engineering,1058595
965,Global Institute of Technology and Management - [GITM],B.Tech Artificial Intelligence and Data Science,615084
