Serial No.,College Name,Course Name,Cutoff Mark
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"B.Tech Mathematics and Computing
Compare",3428
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"Pharm.D
Compare",7103
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"B.Tech Computer Science Engineering
Compare",14755
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"B.Tech Artificial Intelligence
Compare",15369
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"B.Tech Aerospace Engineering
Compare",16574
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"MBA Financial Management
Compare",1172
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"MBA Marketing Management
Compare",1172
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"MBA Banking and Finance
Compare",1172
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"MBA Human Resource Management
Compare",1172
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"MBA Operations Management
Compare",1172
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"BDS
Compare",89274
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"B.Tech Civil Engineering
Compare",13858
501,M.S. Ramaiah University of Applied Sciences - [MSRUAS],"B.Tech Automotive Engineering
Compare",23344
502,Swami Rama Himalayan University - [SRHU],No data found,No data found
503,Srinivas University,B.Tech Artificial Intelligence,100909
503,Srinivas University,B.Tech Computer Science Engineering,101588
503,Srinivas University,B.Tech Cyber Security & Forensics,108896
503,Srinivas University,B.Tech Electronics & Communication Engineering,110108
503,Srinivas University,B.Tech Civil Engineering,174594
503,Srinivas University,M.Tech Thermal Power Engineering,3810
503,Srinivas University,M.Tech. Construction Management,4796
503,Srinivas University,M.Tech Structural Engineering,4801
503,Srinivas University,MCA,14307
503,Srinivas University,MBA {Hons.},43315
504,East West College of Engineering - [EWCE],BE Computer Science and Engineering,52209
504,East West College of Engineering - [EWCE],BE Electronics & Communication Engineering,63276
504,East West College of Engineering - [EWCE],BE Aeronautical Engineering,72437
504,East West College of Engineering - [EWCE],BE Agricultural Engineering,100647
504,East West College of Engineering - [EWCE],BE Mechanical Engineering,125295
504,East West College of Engineering - [EWCE],BE Computer Science and Engineering,60754
504,East West College of Engineering - [EWCE],BE Mechanical Engineering,74235
504,East West College of Engineering - [EWCE],BE Agricultural Engineering,92709
504,East West College of Engineering - [EWCE],BE Aeronautical Engineering,98880
504,East West College of Engineering - [EWCE],BE Electronics & Communication Engineering,102062
505,Global Group of Institutes,No data found,No data found
506,Priyadarshini College of Engineering - [PCE],"BE Computer Science and Engineering
Compare",91.01
506,Priyadarshini College of Engineering - [PCE],"BE (Information Technology)
Compare",88.6
506,Priyadarshini College of Engineering - [PCE],"BE Computer Technology
Compare",86.84
506,Priyadarshini College of Engineering - [PCE],"BE Artificial Intelligence and Data Science
Compare",84.29
506,Priyadarshini College of Engineering - [PCE],"BE Robotics & Artificial Intelligence
Compare",79.81
506,Priyadarshini College of Engineering - [PCE],"BE Computer Science and Engineering
Compare",13842
506,Priyadarshini College of Engineering - [PCE],"BE (Information Technology)
Compare",16397
506,Priyadarshini College of Engineering - [PCE],"BE Artificial Intelligence and Data Science
Compare",16899
506,Priyadarshini College of Engineering - [PCE],"BE Computer Technology
Compare",17703
506,Priyadarshini College of Engineering - [PCE],"BE Robotics & Artificial Intelligence
Compare",18012
506,Priyadarshini College of Engineering - [PCE],"BE Computer Science and Engineering
Compare",13842
506,Priyadarshini College of Engineering - [PCE],"BE (Information Technology)
Compare",16397
506,Priyadarshini College of Engineering - [PCE],"BE Artificial Intelligence and Data Science
Compare",16899
506,Priyadarshini College of Engineering - [PCE],"BE Computer Technology
Compare",17703
506,Priyadarshini College of Engineering - [PCE],"BE Robotics & Artificial Intelligence
Compare",18012
507,Jeppiaar Institute of Technology - [JIT],"B.Tech Artificial Intelligence and Data Science
Compare",7596
507,Jeppiaar Institute of Technology - [JIT],"BE Electronics & Communication Engineering
Compare",15857
507,Jeppiaar Institute of Technology - [JIT],"B.Tech Information Technology
Compare",20453
507,Jeppiaar Institute of Technology - [JIT],"BE Computer Science and Engineering
Compare",26258
507,Jeppiaar Institute of Technology - [JIT],"BE Computer Science and Business Systems
Compare",-
507,Jeppiaar Institute of Technology - [JIT],"MBA Financial Management
Compare",25
507,Jeppiaar Institute of Technology - [JIT],"MBA Human Resource Management
Compare",25
507,Jeppiaar Institute of Technology - [JIT],"MBA Operations Management
Compare",25
507,Jeppiaar Institute of Technology - [JIT],"MBA Systems Management
Compare",25
507,Jeppiaar Institute of Technology - [JIT],"MBA Marketing Management
Compare",25
508,Seacom Skills University - [SSU],B.Tech Electronics and Electrical Communication Engineering,28838
508,Seacom Skills University - [SSU],B.Tech Computer Science Engineering,78485
508,Seacom Skills University - [SSU],B.Tech Electronics and Electrical Communication Engineering,28838
508,Seacom Skills University - [SSU],B.Tech Computer Science Engineering,78485
508,Seacom Skills University - [SSU],B.Tech (Lateral) Civil Engineering,4239
508,Seacom Skills University - [SSU],B.Tech (Lateral) Electrical Engineering,5128
508,Seacom Skills University - [SSU],B.Tech (Lateral) Computer Science & Engineering,5645
508,Seacom Skills University - [SSU],B.Tech (Lateral) Mechanical Engineering,7744
509,SRM University,"B.Tech Electrical and Electronics Engineering
Compare",5899
509,SRM University,"B.Tech Civil Engineering
Compare",10911
509,SRM University,"B.Tech Mechanical Engineering
Compare",23799
509,SRM University,"B.Tech Computer Science Engineering
Compare",35723
509,SRM University,"B.Tech Electronics & Communication Engineering
Compare",81438
509,SRM University,"MBA Banking and Finance
Compare",2375
509,SRM University,"MBA Data Science
Compare",2375
509,SRM University,"MBA Banking and Finance
Compare",80
509,SRM University,"MBA Data Science
Compare",80
510,University of Technology - [UOT],No data found,No data found
511,CT University - [CTU],No data found,No data found
512,Malla Reddy College of Engineering for Women - [MRCEW],B.Tech Computer Science Engineering,57730
512,Malla Reddy College of Engineering for Women - [MRCEW],B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),57848
512,Malla Reddy College of Engineering for Women - [MRCEW],B.Tech Data Science,58103
512,Malla Reddy College of Engineering for Women - [MRCEW],B.Tech Electronics & Communication Engineering,76190
513,Adichunchanagiri University - [ACU],M.Tech Structural Engineering,3446
513,Adichunchanagiri University - [ACU],M.Tech Infrastructure Design and Management,4918
513,Adichunchanagiri University - [ACU],M.Tech Computer Science and Engineering,5590
513,Adichunchanagiri University - [ACU],M.Tech VLSI Design & Embedded System,5938
513,Adichunchanagiri University - [ACU],MBA,16945
514,Bhabha University - [BU],BDS,528501
515,Sant Baba Bhag Singh University - [SBBSU],No data found,No data found
516,Shivajirao Kadam Group of Colleges,B.Tech Mechanical Engineering,1109535
516,Shivajirao Kadam Group of Colleges,B.Tech Electronics & Communication Engineering,1342596
516,Shivajirao Kadam Group of Colleges,B.Tech Artificial Intelligence and Machine Learning,1360421
516,Shivajirao Kadam Group of Colleges,B.Tech Computer Science Engineering,1403823
516,Shivajirao Kadam Group of Colleges,B.Tech Electronics & Communication Engineering,966590
516,Shivajirao Kadam Group of Colleges,B.Tech Computer Science Engineering,1075165
517,Rai University - [RU],MCA,21972
518,Shri Krishna University - [SKU],No data found,No data found
519,Anand Institute of Higher Technology - [AIHT],BE Computer Science and Engineering,17906
519,Anand Institute of Higher Technology - [AIHT],BE Electronics & Communication Engineering,22492
519,Anand Institute of Higher Technology - [AIHT],B.Tech Computer Science and Business Systems,-
519,Anand Institute of Higher Technology - [AIHT],B.Tech Information Technology,-
519,Anand Institute of Higher Technology - [AIHT],B.Tech Artificial Intelligence and Data Science,-
519,Anand Institute of Higher Technology - [AIHT],MBA,46
520,Arunai Engineering College - [AEC],B.Tech Artificial Intelligence and Data Science,12485
520,Arunai Engineering College - [AEC],B.Tech Information Technology,17793
520,Arunai Engineering College - [AEC],B.Tech Agricultural Engineering,18261
520,Arunai Engineering College - [AEC],BE Computer Science and Engineering,26241
520,Arunai Engineering College - [AEC],BE Civil Engineering,-
520,Arunai Engineering College - [AEC],MBA,13
521,Bharati Vidyapeeth College of Engineering - [BVCOE],B.Tech Computer Science Engineering,67.62
521,Bharati Vidyapeeth College of Engineering - [BVCOE],B.Tech Electronics & Telecommunication Engineering,54.18
521,Bharati Vidyapeeth College of Engineering - [BVCOE],B.Tech Mechanical Engineering,18.41
521,Bharati Vidyapeeth College of Engineering - [BVCOE],B.Tech Civil Engineering,9.46
521,Bharati Vidyapeeth College of Engineering - [BVCOE],BE Artificial Intelligence & Machine Learning,-
521,Bharati Vidyapeeth College of Engineering - [BVCOE],B.Tech Computer Science Engineering,8541
521,Bharati Vidyapeeth College of Engineering - [BVCOE],BE Artificial Intelligence & Machine Learning,18643
521,Bharati Vidyapeeth College of Engineering - [BVCOE],B.Tech Electronics & Telecommunication Engineering,34961
521,Bharati Vidyapeeth College of Engineering - [BVCOE],B.Tech Mechanical Engineering,-
521,Bharati Vidyapeeth College of Engineering - [BVCOE],B.Tech Computer Science Engineering,8541
521,Bharati Vidyapeeth College of Engineering - [BVCOE],BE Artificial Intelligence & Machine Learning,18643
521,Bharati Vidyapeeth College of Engineering - [BVCOE],B.Tech Electronics & Telecommunication Engineering,34961
522,DMI College of Engineering - [DMICE],B.Tech Artificial Intelligence and Data Science,20583
522,DMI College of Engineering - [DMICE],BE Electronics & Communication Engineering,-
522,DMI College of Engineering - [DMICE],BE Computer Science and Engineering (Artificial Intelligence and Machine),-
522,DMI College of Engineering - [DMICE],BE Computer Science and Engineering,-
522,DMI College of Engineering - [DMICE],B.Tech Information Technology,-
522,DMI College of Engineering - [DMICE],MBA Financial Management,2
522,DMI College of Engineering - [DMICE],MBA Human Resource Management,2
522,DMI College of Engineering - [DMICE],MBA Logistics & Shipping Management,2
522,DMI College of Engineering - [DMICE],MBA Marketing,2
522,DMI College of Engineering - [DMICE],MBA Operations Management,2
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"B.Arch
Compare",192
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"BE Computer Science and Engineering
Compare",16309
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"BE Artificial Intelligence
Compare",18302
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"BE Data Science
Compare",19156
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"BE Cyber Security
Compare",20434
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"B.Arch
Compare",578
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"BE Artificial Intelligence & Machine Learning
Compare",11571
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"BE Computer Science and Engineering
Compare",13083
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"BE Artificial Intelligence
Compare",13099
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"BE Data Science
Compare",13368
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"MCA
Compare",1668
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"MBA
Compare",1876
524,Dhole Patil College of Engineering - [DPCOE],BE Computer Engineering,77.83
524,Dhole Patil College of Engineering - [DPCOE],BE (Information Technology),75.62
524,Dhole Patil College of Engineering - [DPCOE],BE Electronics & Telecom Engineering,66.02
524,Dhole Patil College of Engineering - [DPCOE],BE Automobile Engineering,43.53
524,Dhole Patil College of Engineering - [DPCOE],MBA Business Analytics,45.03
524,Dhole Patil College of Engineering - [DPCOE],MBA Financial Management,45.03
524,Dhole Patil College of Engineering - [DPCOE],MBA Human Resource Management,45.03
524,Dhole Patil College of Engineering - [DPCOE],MBA Marketing,45.03
524,Dhole Patil College of Engineering - [DPCOE],MBA Operations & Supply Chain Management,45.03
524,Dhole Patil College of Engineering - [DPCOE],BE Computer Engineering,19154
524,Dhole Patil College of Engineering - [DPCOE],BE (Information Technology),21435
524,Dhole Patil College of Engineering - [DPCOE],BE Electronics & Telecom Engineering,32366
524,Dhole Patil College of Engineering - [DPCOE],BE Automobile Engineering,62995
524,Dhole Patil College of Engineering - [DPCOE],BE Computer Engineering,19154
524,Dhole Patil College of Engineering - [DPCOE],BE (Information Technology),21435
524,Dhole Patil College of Engineering - [DPCOE],BE Electronics & Telecom Engineering,32366
524,Dhole Patil College of Engineering - [DPCOE],BE Automobile Engineering,62995
525,Don Bosco Institute of Technology - [DBIT],BE Computer Science and Engineering,33658
525,Don Bosco Institute of Technology - [DBIT],BE Artificial Intelligence and Data Science,37914
525,Don Bosco Institute of Technology - [DBIT],BE Artificial Intelligence & Machine Learning,38181
525,Don Bosco Institute of Technology - [DBIT],BE Information Science & Engineering,42219
525,Don Bosco Institute of Technology - [DBIT],BE Electronics & Communication Engineering,48266
525,Don Bosco Institute of Technology - [DBIT],MBA Finance,7161
525,Don Bosco Institute of Technology - [DBIT],MBA Marketing,7161
525,Don Bosco Institute of Technology - [DBIT],MBA Human Resource,7161
525,Don Bosco Institute of Technology - [DBIT],BE Computer Science and Engineering,38648
525,Don Bosco Institute of Technology - [DBIT],BE Artificial Intelligence and Data Science,40072
525,Don Bosco Institute of Technology - [DBIT],BE Artificial Intelligence & Machine Learning,43007
525,Don Bosco Institute of Technology - [DBIT],BE Information Science & Engineering,57281
525,Don Bosco Institute of Technology - [DBIT],BE Electronics & Communication Engineering,64106
525,Don Bosco Institute of Technology - [DBIT],MBA Finance,67
525,Don Bosco Institute of Technology - [DBIT],MBA Marketing,67
525,Don Bosco Institute of Technology - [DBIT],MBA Human Resource,67
525,Don Bosco Institute of Technology - [DBIT],MBA Finance,60
525,Don Bosco Institute of Technology - [DBIT],MBA Human Resource,60
525,Don Bosco Institute of Technology - [DBIT],MBA Marketing,60
526,Dronacharya Group of Institutions - [DGI],"B.Tech Electronics & Communication Engineering
Compare",474155
526,Dronacharya Group of Institutions - [DGI],"B.Tech Computer Science Engineering
Compare",516900
526,Dronacharya Group of Institutions - [DGI],"B.Tech Electronics and Computer Engineering
Compare",540888
526,Dronacharya Group of Institutions - [DGI],"B.Tech Artificial Intelligence and Machine Learning
Compare",670471
526,Dronacharya Group of Institutions - [DGI],"B.Tech Computer Science and Information Technology
Compare",1406722
526,Dronacharya Group of Institutions - [DGI],"B.Tech Electronics & Communication Engineering
Compare",474155
526,Dronacharya Group of Institutions - [DGI],"B.Tech Computer Science Engineering
Compare",516900
526,Dronacharya Group of Institutions - [DGI],"B.Tech Electronics and Computer Engineering
Compare",540888
526,Dronacharya Group of Institutions - [DGI],"B.Tech Artificial Intelligence and Machine Learning
Compare",670471
526,Dronacharya Group of Institutions - [DGI],"B.Tech Computer Science and Information Technology
Compare",1406722
526,Dronacharya Group of Institutions - [DGI],"B.Tech Computer Science Engineering
Compare",396189
526,Dronacharya Group of Institutions - [DGI],"B.Tech Artificial Intelligence and Machine Learning
Compare",770293
526,Dronacharya Group of Institutions - [DGI],"B.Tech Information Technology
Compare",788145
526,Dronacharya Group of Institutions - [DGI],"B.Tech Computer Science and Information Technology
Compare",891194
527,Gandhinagar Institute of Technology - [GIT],BE Computer Engineering,15268
527,Gandhinagar Institute of Technology - [GIT],BE Artificial Intelligence,16635
527,Gandhinagar Institute of Technology - [GIT],BE Computer Science and Engineering,16912
527,Gandhinagar Institute of Technology - [GIT],BE Electronics & Communication Engineering,19950
527,Gandhinagar Institute of Technology - [GIT],BE Cyber Security,20631
527,Gandhinagar Institute of Technology - [GIT],BE Computer Engineering,15268
527,Gandhinagar Institute of Technology - [GIT],BE Artificial Intelligence,16635
527,Gandhinagar Institute of Technology - [GIT],BE Computer Science and Engineering,16912
527,Gandhinagar Institute of Technology - [GIT],BE Electronics & Communication Engineering,19950
527,Gandhinagar Institute of Technology - [GIT],BE Cyber Security,20631
527,Gandhinagar Institute of Technology - [GIT],BE (Information Technology),24035
527,Gandhinagar Institute of Technology - [GIT],BE Civil Engineering,25251
527,Gandhinagar Institute of Technology - [GIT],BE Electronics & Communication Engineering,26300
527,Gandhinagar Institute of Technology - [GIT],BE Computer Engineering,26747
528,HMR Institute of Technology & Management - [HMRITM],"B.Tech (Lateral) Computer Science & Engineering
Compare",909
528,HMR Institute of Technology & Management - [HMRITM],"B.Tech {Lateral} Cyber Security
Compare",949
528,HMR Institute of Technology & Management - [HMRITM],"B.Tech (Lateral) Information Technology
Compare",981
528,HMR Institute of Technology & Management - [HMRITM],"B.Tech (Lateral) Artificial Intelligence
Compare",1049
528,HMR Institute of Technology & Management - [HMRITM],"B.Tech {Lateral} Artificial Intelligence and Machine Learning
Compare",1056
528,HMR Institute of Technology & Management - [HMRITM],"B.Tech Cyber Security
Compare",326292
528,HMR Institute of Technology & Management - [HMRITM],"B.Tech Computer Science Engineering
Compare",326487
528,HMR Institute of Technology & Management - [HMRITM],"B.Tech Artificial Intelligence and Machine Learning
Compare",337915
528,HMR Institute of Technology & Management - [HMRITM],"B.Tech Information Technology
Compare",348098
528,HMR Institute of Technology & Management - [HMRITM],"B.Tech Artificial Intelligence and Data Science
Compare",355129
529,Indore Institute of Science and Technology - [IIST],B.Tech Computer Science Engineering,491063
529,Indore Institute of Science and Technology - [IIST],B.Tech Information Technology,647865
529,Indore Institute of Science and Technology - [IIST],B.Tech Artificial Intelligence and Machine Learning,708543
529,Indore Institute of Science and Technology - [IIST],B.Tech Data Science,709896
529,Indore Institute of Science and Technology - [IIST],B.Tech Electronics & Communication Engineering,939576
529,Indore Institute of Science and Technology - [IIST],B.Tech Computer Science Engineering,450013
529,Indore Institute of Science and Technology - [IIST],B.Tech Information Technology,616512
529,Indore Institute of Science and Technology - [IIST],B.Tech Artificial Intelligence and Machine Learning,654327
529,Indore Institute of Science and Technology - [IIST],B.Tech Data Science,775670
529,Indore Institute of Science and Technology - [IIST],B.Tech Computer Science and Information Technology,784032
530,KSR College of Engineering,"BE Electronics & Communication Engineering
Compare",16612
530,KSR College of Engineering,"BE Computer Science and Engineering
Compare",25584
530,KSR College of Engineering,"B.Tech Information Technology
Compare",-
530,KSR College of Engineering,"BE Civil Engineering
Compare",-
530,KSR College of Engineering,"BE Fire Technology and Safety Engineering
Compare",-
530,KSR College of Engineering,"MCA
Compare",1479
531,Loyola Institute of Technology - [LIT],BE Electronics & Communication Engineering,19198
531,Loyola Institute of Technology - [LIT],BE Computer Science and Engineering,25278
531,Loyola Institute of Technology - [LIT],B.Tech Artificial Intelligence and Data Science,-
531,Loyola Institute of Technology - [LIT],B.Tech Information Technology,-
531,Loyola Institute of Technology - [LIT],BE Cyber Security,-
531,Loyola Institute of Technology - [LIT],MBA,68
532,Lucknow Institute of Technology - [LIT],B.Tech (Lateral) Electronics & Communication Engineering,3715
532,Lucknow Institute of Technology - [LIT],MBA Finance,8781
532,Lucknow Institute of Technology - [LIT],MBA Human Resource Management,8781
532,Lucknow Institute of Technology - [LIT],MBA Information Technology,8781
532,Lucknow Institute of Technology - [LIT],MBA International Business,8781
532,Lucknow Institute of Technology - [LIT],B.Tech Computer Science Engineering,199113
532,Lucknow Institute of Technology - [LIT],B.Tech Information Technology,277386
532,Lucknow Institute of Technology - [LIT],B.Tech Electronics & Communication Engineering,381282
532,Lucknow Institute of Technology - [LIT],B.Tech Mechanical Engineering,1103907
532,Lucknow Institute of Technology - [LIT],B.Tech Electrical Engineering,1157939
532,Lucknow Institute of Technology - [LIT],B.Tech Information Technology,179748
532,Lucknow Institute of Technology - [LIT],B.Tech Computer Science Engineering,-
533,Madha Engineering College,B.Tech Artificial Intelligence and Data Science,14892
533,Madha Engineering College,BE Computer Science and Engineering,21969
533,Madha Engineering College,B.Tech Information Technology,-
533,Madha Engineering College,B.Tech Biotechnology,-
533,Madha Engineering College,BE Biomedical Engineering,-
533,Madha Engineering College,MCA,1204
534,Maharaj Vijayaram Gajapathi Raj College of Engineering - [MVGRCE],"B.Tech Computer Science Engineering
Compare",11245
534,Maharaj Vijayaram Gajapathi Raj College of Engineering - [MVGRCE],"B.Tech Data Science
Compare",16161
534,Maharaj Vijayaram Gajapathi Raj College of Engineering - [MVGRCE],"B.Tech Electronics & Communication Engineering
Compare",18854
534,Maharaj Vijayaram Gajapathi Raj College of Engineering - [MVGRCE],"B.Tech Artificial Intelligence and Machine Learning
Compare",22856
534,Maharaj Vijayaram Gajapathi Raj College of Engineering - [MVGRCE],"B.Tech Internet of Things & Cyber Security Including Blockchain Technology
Compare",29393.1
534,Maharaj Vijayaram Gajapathi Raj College of Engineering - [MVGRCE],"MBA
Compare",38331
535,Manav Rachna University - [MRU],No data found,No data found
536,Orissa Engineering College - [OEC],No data found,No data found
537,RD Engineering College,"MCA
Compare",16842
537,RD Engineering College,"B.Tech Data Science
Compare",255625
537,RD Engineering College,"B.Tech Information Technology
Compare",607482
537,RD Engineering College,"B.Tech Artificial Intelligence and Machine Learning
Compare",1225320
537,RD Engineering College,"B.Tech Electronics & Communication Engineering
Compare",1237400
537,RD Engineering College,"B.Tech Data Science
Compare",255625
537,RD Engineering College,"B.Tech Information Technology
Compare",607482
537,RD Engineering College,"B.Tech Artificial Intelligence and Machine Learning
Compare",1225320
537,RD Engineering College,"B.Tech Electronics & Communication Engineering
Compare",1237400
537,RD Engineering College,"B.Tech Computer Science Engineering
Compare",1251311
537,RD Engineering College,"B.Tech Electronics & Communication Engineering
Compare",477926
537,RD Engineering College,"B.Tech Computer Science Engineering
Compare",628628
537,RD Engineering College,"B.Tech Data Science
Compare",798923
537,RD Engineering College,"B.Tech Internet of Things
Compare",814039
537,RD Engineering College,"B.Tech Mechanical Engineering
Compare",844637
538,Sri Indu Institute of Engineering & Technology - [SIIET],B.Tech Computer Science Engineering,28065
538,Sri Indu Institute of Engineering & Technology - [SIIET],B.Tech Cyber Security,32922
538,Sri Indu Institute of Engineering & Technology - [SIIET],B.Tech Internet of Things,52477
538,Sri Indu Institute of Engineering & Technology - [SIIET],B.Tech Civil Engineering,79772
538,Sri Indu Institute of Engineering & Technology - [SIIET],B.Tech Electronics & Communication Engineering,-
538,Sri Indu Institute of Engineering & Technology - [SIIET],B.Tech Artificial Intelligence and Machine Learning,-
539,Rajalakshmi Institute of Technology - [RIT],"BE Computer and Communication Engineering
Compare",19344
539,Rajalakshmi Institute of Technology - [RIT],"BE Computer Science and Engineering
Compare",20373
539,Rajalakshmi Institute of Technology - [RIT],"B.Tech Computer Science and Business Systems
Compare",20635
539,Rajalakshmi Institute of Technology - [RIT],"BE Electronics & Communication Engineering
Compare",20967
539,Rajalakshmi Institute of Technology - [RIT],"BE Artificial Intelligence & Machine Learning
Compare",23442
539,Rajalakshmi Institute of Technology - [RIT],"B.Tech Artificial Intelligence and Data Science
Compare",25101
539,Rajalakshmi Institute of Technology - [RIT],"BE Mechanical Engineering
Compare",26358
540,Rajasthan Institute of Engineering and Technology - [RIET],No data found,No data found
541,Rajshree Institute of Management and Technology - [RIMT],B.Tech Computer Science Engineering,952505
541,Rajshree Institute of Management and Technology - [RIMT],B.Tech Computer Science Engineering,860099
541,Rajshree Institute of Management and Technology - [RIMT],B.Tech Civil Engineering,883316
541,Rajshree Institute of Management and Technology - [RIMT],B.Tech Information Technology,889556
541,Rajshree Institute of Management and Technology - [RIMT],B.Tech Mechanical Engineering,899572
541,Rajshree Institute of Management and Technology - [RIMT],B.Tech Computer Science Engineering,952505
542,SSM College of Engineering - [SSMCE],B.Tech Textile Technology,84618
542,SSM College of Engineering - [SSMCE],BE Electronics & Communication Engineering,102239
542,SSM College of Engineering - [SSMCE],BE Computer Science and Engineering,103854
542,SSM College of Engineering - [SSMCE],B.Tech Petroleum Engineering,-
542,SSM College of Engineering - [SSMCE],B.Tech Information Technology,-
542,SSM College of Engineering - [SSMCE],MCA,66.803
543,Sam College of Engineering and Technology - [SAMCET],MCA,1759
543,Sam College of Engineering and Technology - [SAMCET],Diploma in Civil Engineering,7900
543,Sam College of Engineering and Technology - [SAMCET],Diploma in Electrical & Electronics Engineering,8353
543,Sam College of Engineering and Technology - [SAMCET],Diploma in Mechanical Engineering,10503
543,Sam College of Engineering and Technology - [SAMCET],BE Computer Science and Engineering,412626
544,Sanghvi Institute of Management and Science - [SIMS],BE (Information Technology),348463
544,Sanghvi Institute of Management and Science - [SIMS],BE Computer Science and Engineering,1082075
544,Sanghvi Institute of Management and Science - [SIMS],BE Computer Science and Engineering,978902
545,Sarvajanik College of Engineering and Technology - [SCET],BE Computer Engineering,4559
545,Sarvajanik College of Engineering and Technology - [SCET],BE (Information Technology),6666
545,Sarvajanik College of Engineering and Technology - [SCET],BE Artificial Intelligence and Data Science,7056
545,Sarvajanik College of Engineering and Technology - [SCET],BE Electronics & Communication Engineering,12805
545,Sarvajanik College of Engineering and Technology - [SCET],BE Electrical Engineering,23450
545,Sarvajanik College of Engineering and Technology - [SCET],BE Computer Engineering,4559
545,Sarvajanik College of Engineering and Technology - [SCET],BE (Information Technology),6666
545,Sarvajanik College of Engineering and Technology - [SCET],BE Artificial Intelligence and Data Science,7056
545,Sarvajanik College of Engineering and Technology - [SCET],BE Electronics & Communication Engineering,12805
545,Sarvajanik College of Engineering and Technology - [SCET],MCA,21082
545,Sarvajanik College of Engineering and Technology - [SCET],BE Civil Engineering,2930
545,Sarvajanik College of Engineering and Technology - [SCET],BE Chemical Engineering,2984
545,Sarvajanik College of Engineering and Technology - [SCET],BE Computer Engineering,4287
545,Sarvajanik College of Engineering and Technology - [SCET],BE Instrumentation & Control Engineering,17782
545,Sarvajanik College of Engineering and Technology - [SCET],BE Electrical Engineering,19295
546,Seacom Engineering College,B.Tech Mechanical Engineering,31921
546,Seacom Engineering College,B.Tech Electrical Engineering,54898
546,Seacom Engineering College,B.Tech Information Technology,84986
546,Seacom Engineering College,B.Tech Internet of Things & Cyber Security Including Blockchain Technology,87864
546,Seacom Engineering College,B.Tech Artificial Intelligence and Machine Learning,89058
546,Seacom Engineering College,B.Tech Mechanical Engineering,31921
546,Seacom Engineering College,B.Tech Electrical Engineering,54898
546,Seacom Engineering College,B.Tech Information Technology,84986
546,Seacom Engineering College,B.Tech Internet of Things & Cyber Security Including Blockchain Technology,87864
546,Seacom Engineering College,B.Tech Artificial Intelligence and Machine Learning,89058
546,Seacom Engineering College,B.Tech (Lateral) Electronics & Communication Engineering,5362
546,Seacom Engineering College,B.Tech (Lateral) Computer Science & Engineering,7405
546,Seacom Engineering College,MCA,3456
547,Seth Jai Parkash Mukand Lal Institute of Engineering and Technology - [JMIT],B.Tech (Lateral) Computer Science & Engineering,626
547,Seth Jai Parkash Mukand Lal Institute of Engineering and Technology - [JMIT],B.Tech Computer Science Engineering,410127
547,Seth Jai Parkash Mukand Lal Institute of Engineering and Technology - [JMIT],B.Tech Artificial Intelligence and Machine Learning,549335
547,Seth Jai Parkash Mukand Lal Institute of Engineering and Technology - [JMIT],B.Tech Information Technology,790694
547,Seth Jai Parkash Mukand Lal Institute of Engineering and Technology - [JMIT],B.Tech Mechanical Engineering,902782
547,Seth Jai Parkash Mukand Lal Institute of Engineering and Technology - [JMIT],B.Tech Computer Science Engineering,410127
547,Seth Jai Parkash Mukand Lal Institute of Engineering and Technology - [JMIT],B.Tech Artificial Intelligence and Machine Learning,549335
547,Seth Jai Parkash Mukand Lal Institute of Engineering and Technology - [JMIT],B.Tech Information Technology,790694
547,Seth Jai Parkash Mukand Lal Institute of Engineering and Technology - [JMIT],B.Tech Mechanical Engineering,902782
547,Seth Jai Parkash Mukand Lal Institute of Engineering and Technology - [JMIT],B.Tech Electrical Engineering,982709
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"B.Tech Computer Engineering
Compare",82.86
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"B.Tech Artificial Intelligence and Data Science
Compare",75.35
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"Information Technology
Compare",73.89
548,Shah and Anchor Kutchhi Engineering College - [SAKEC],"B.Tech Cyber Security
Compare",72.61
